"filename", "language", "XML", "Java Properties", "Java", "HTML", "comment", "blank", "total"
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\WEB-INF\views\event\trap_result.jsp", "HTML", 0, 0, 0, 12, 0, 2, 14
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\WEB-INF\views\home.jsp", "HTML", 0, 0, 0, 17, 1, 4, 22
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\WEB-INF\web.xml", "XML", 25, 0, 0, 0, 3, 6, 34
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\resources\application.properties", "Java Properties", 0, 3, 0, 0, 0, 0, 3
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\resources\log4j.properties", "Java Properties", 0, 11, 0, 0, 3, 2, 16
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\resources\log4j.xml", "XML", 43, 0, 0, 0, 6, 8, 57
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\main\webapp\resources\log4jdbc.log4j2.properties", "Java Properties", 0, 1, 0, 0, 0, 0, 1
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\src\test\resources\log4j.xml", "XML", 29, 0, 0, 0, 4, 9, 42
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\application.properties", "Java Properties", 0, 3, 0, 0, 0, 0, 3
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\BattleContext.class", "Java", 0, 0, 123, 0, 0, 0, 123
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\BattleLogEntry.class", "Java", 0, 0, 44, 0, 0, 0, 44
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\BattleMonsterUnit.class", "Java", 0, 0, 116, 0, 0, 3, 119
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\BattleSession$BattleState.class", "Java", 0, 0, 21, 0, 8, 0, 29
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\BattleSession.class", "Java", 0, 0, 256, 0, 0, 1, 257
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\BattleUnit.class", "Java", 0, 0, 19, 0, 0, 0, 19
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\DelayedAction.class", "Java", 0, 0, 2, 0, 0, 0, 2
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\ReflectDamageAction.class", "Java", 0, 0, 17, 0, 0, 0, 17
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\StatusEffectAction.class", "Java", 0, 0, 29, 0, 0, 0, 29
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\SummonAction.class", "Java", 0, 0, 12, 0, 0, 0, 12
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\BlindAbility.class", "Java", 0, 0, 28, 0, 0, 0, 28
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\BloodSuckAbility.class", "Java", 0, 0, 22, 0, 0, 0, 22
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\BraveBiteAbility.class", "Java", 0, 0, 23, 0, 0, 0, 23
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\DoubleAttackAbility.class", "Java", 0, 0, 12, 0, 0, 0, 12
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\FlameArmorAbility.class", "Java", 0, 0, 21, 0, 0, 0, 21
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\FormChangeAbility.class", "Java", 0, 0, 42, 0, 0, 0, 42
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\ImmunAbility.class", "Java", 0, 0, 23, 0, 0, 0, 23
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\ModeSwitchAbility.class", "Java", 0, 0, 41, 0, 0, 0, 41
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\RecoveryAbility.class", "Java", 0, 0, 19, 0, 0, 0, 19
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\SpecialAbility.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\SpecialAbilityFactory.class", "Java", 0, 0, 32, 0, 0, 0, 32
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\SummonAbility.class", "Java", 0, 0, 32, 0, 0, 0, 32
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\SwiftAbility.class", "Java", 0, 0, 13, 0, 0, 0, 13
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\ThreeChanceAbility.class", "Java", 0, 0, 30, 0, 0, 0, 30
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\abilities\ThreeStackAbility.class", "Java", 0, 0, 31, 0, 0, 0, 31
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\BlackCoralArtifact.class", "Java", 0, 0, 22, 0, 0, 0, 22
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\BlueTridentArtifact.class", "Java", 0, 0, 16, 0, 0, 0, 16
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\BlurryLensArtifact.class", "Java", 0, 0, 12, 0, 0, 0, 12
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\BrokenBladeArtifact.class", "Java", 0, 0, 18, 0, 0, 0, 18
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\BurningLavaStoneArtifact.class", "Java", 0, 0, 16, 0, 0, 0, 16
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\DarkHammerArtifact.class", "Java", 0, 0, 16, 0, 0, 0, 16
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\DeepsPearlArtifact.class", "Java", 0, 0, 25, 0, 0, 0, 25
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\DruidBeltArtifact.class", "Java", 0, 0, 16, 0, 0, 0, 16
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\DryWoodArtifact.class", "Java", 0, 0, 11, 0, 0, 0, 11
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\ElementStoneArtifact.class", "Java", 0, 0, 18, 0, 0, 0, 18
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\FighterGuildMedalArtifact.class", "Java", 0, 0, 19, 0, 0, 0, 19
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\ForbiddenScrollArtifact.class", "Java", 0, 0, 24, 0, 0, 0, 24
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\GrayCloakArtifact.class", "Java", 0, 0, 13, 0, 0, 0, 13
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\MagicianAmuletArtifact.class", "Java", 0, 0, 18, 0, 0, 0, 18
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\OverloadCrystalArtifact.class", "Java", 0, 0, 25, 0, 0, 0, 25
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\PhoenixFeatherArtifact.class", "Java", 0, 0, 29, 0, 0, 0, 29
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\PlayerArtifact.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\PlayerArtifactFactory.class", "Java", 0, 0, 37, 0, 0, 0, 37
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\PoisonNeedleArtifact.class", "Java", 0, 0, 15, 0, 0, 0, 15
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\SeaHeartArtifact.class", "Java", 0, 0, 23, 0, 0, 0, 23
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\ShadowDeviceArtifact.class", "Java", 0, 0, 13, 0, 0, 0, 13
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\battle\artifacts\SlipperyLeatherArtifact.class", "Java", 0, 0, 25, 0, 0, 0, 25
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\constants\BattleConstants.class", "Java", 0, 0, 29, 0, 0, 0, 29
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\BattleController.class", "Java", 0, 0, 234, 0, 0, 3, 237
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\CampController.class", "Java", 0, 0, 26, 0, 0, 0, 26
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\CampRestController.class", "Java", 0, 0, 45, 0, 0, 0, 45
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\EventController.class", "Java", 0, 0, 57, 0, 0, 0, 57
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\EventRestController$ApiResponse.class", "Java", 0, 0, 37, 0, 0, 0, 37
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\EventRestController.class", "Java", 0, 0, 66, 0, 0, 0, 66
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\GameController.class", "Java", 0, 0, 9, 0, 0, 0, 9
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\StartRestController$ApiResponse.class", "Java", 0, 0, 36, 0, 0, 0, 36
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\StartRestController$StateDto.class", "Java", 0, 0, 30, 0, 0, 0, 30
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\controller\StartRestController.class", "Java", 0, 0, 28, 0, 0, 0, 28
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\ActiveRewardDto.class", "Java", 0, 0, 74, 0, 0, 0, 74
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\ArtifactDto.class", "Java", 0, 0, 37, 0, 0, 0, 37
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\ArtifactEventDto.class", "Java", 0, 0, 33, 0, 0, 0, 33
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\BattleResultDto.class", "Java", 0, 0, 36, 0, 0, 0, 36
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\BossEventDto.class", "Java", 0, 0, 35, 0, 2, 0, 37
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\CardEventDto.class", "Java", 0, 0, 35, 0, 2, 0, 37
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\CharacterDto.class", "Java", 0, 0, 32, 0, 0, 0, 32
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\MonsterDto.class", "Java", 0, 0, 52, 0, 6, 0, 58
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\NormalEventDto.class", "Java", 0, 0, 44, 0, 0, 0, 44
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\PlayerDto.class", "Java", 0, 0, 106, 0, 0, 0, 106
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\RewardDto.class", "Java", 0, 0, 54, 0, 0, 0, 54
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\RollEventDto.class", "Java", 0, 0, 47, 0, 0, 0, 47
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\SelectChoiceDto.class", "Java", 0, 0, 40, 0, 0, 0, 40
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\SelectEventDto.class", "Java", 0, 0, 33, 0, 0, 0, 33
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\SkillDto.class", "Java", 0, 0, 96, 0, 0, 0, 96
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\TrapEventDto.class", "Java", 0, 0, 37, 0, 0, 0, 37
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\dto\UserDto.class", "Java", 0, 0, 36, 0, 0, 0, 36
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\ArtifactMapper.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\ArtifactMapper.xml", "XML", 46, 0, 0, 0, 3, 4, 53
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\BattleConstantsMapper.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\BattleConstantsMapper.xml", "XML", 18, 0, 0, 0, 0, 5, 23
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\BattleMapper.class", "Java", 0, 0, 2, 0, 0, 1, 3
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\CharacterStatusMapper.class", "Java", 0, 0, 6, 0, 0, 0, 6
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\CharacterStatusMapper.xml", "XML", 110, 0, 0, 0, 4, 12, 126
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\EventMapper.class", "Java", 0, 0, 14, 0, 0, 0, 14
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\EventMapper.xml", "XML", 199, 0, 0, 0, 12, 20, 231
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\MonsterMapper.class", "Java", 0, 0, 5, 0, 0, 0, 5
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\MonsterMapper.xml", "XML", 66, 0, 0, 0, 0, 3, 69
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\RewardMapper.xml", "XML", 1, 0, 0, 0, 0, 0, 1
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\SkillMapper.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\SkillMapper.xml", "XML", 32, 0, 0, 0, 0, 2, 34
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\StartMapper.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\StartMapper.xml", "XML", 28, 0, 0, 0, 4, 6, 38
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\UserMapper.class", "Java", 0, 0, 5, 0, 0, 0, 5
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\mapper\UserMapper.xml", "XML", 17, 0, 0, 0, 2, 3, 22
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\BattleConstantsService.class", "Java", 0, 0, 34, 0, 0, 1, 35
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\BattleService.class", "Java", 0, 0, 4, 0, 0, 0, 4
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\BattleServiceImpl.class", "Java", 0, 0, 276, 0, 30, 3, 309
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\CampService.class", "Java", 0, 0, 3, 0, 0, 0, 3
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\CampServiceImpl.class", "Java", 0, 0, 39, 0, 0, 0, 39
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\EventService.class", "Java", 0, 0, 7, 0, 0, 0, 7
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\EventServiceImpl.class", "Java", 0, 0, 70, 0, 0, 0, 70
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\RewardService.class", "Java", 0, 0, 6, 0, 0, 0, 6
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\RewardServiceImpl.class", "Java", 0, 0, 146, 0, 0, 0, 146
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\SkillService.class", "Java", 0, 0, 14, 0, 0, 0, 14
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\SkillServiceImpl.class", "Java", 0, 0, 102, 0, 0, 0, 102
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\StartService$StartState.class", "Java", 0, 0, 8, 0, 0, 0, 8
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\StartService.class", "Java", 0, 0, 7, 0, 0, 0, 7
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\service\StartServiceImpl.class", "Java", 0, 0, 31, 0, 2, 0, 33
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\test\BraveBiteDirectTest.class", "Java", 0, 0, 81, 0, 0, 0, 81
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\testgame\HomeController.class", "Java", 0, 0, 12, 0, 0, 0, 12
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\util\CommonUtil.class", "Java", 0, 0, 24, 0, 0, 0, 24
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\util\KoreanUtil.class", "Java", 0, 0, 16, 0, 0, 0, 16
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\util\RewardUtil.class", "Java", 0, 0, 23, 0, 0, 0, 23
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\com\milite\util\StringUtil.class", "Java", 0, 0, 64, 0, 0, 0, 64
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\log4j.xml", "XML", 43, 0, 0, 0, 6, 8, 57
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\classes\log4jdbc.log4j2.properties", "Java Properties", 0, 1, 0, 0, 0, 0, 1
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\m2e-wtp\web-resources\META-INF\maven\com.milite\testgame\pom.properties", "Java Properties", 0, 5, 0, 0, 2, 1, 8
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\m2e-wtp\web-resources\META-INF\maven\com.milite\testgame\pom.xml", "XML", 192, 0, 0, 0, 25, 8, 225
"c:\KimJongHun\Workspace\11_for_sts3\river_dice\testgame\target\test-classes\log4j.xml", "XML", 29, 0, 0, 0, 4, 9, 42
"Total", "-", 1701, 28, 10639, 259, 571, 2175, 15373